"In Mathematics What may be mixed, complex or vulgar?",Fractions
According To The International Dialing Codes What Is The International Dialing Code For The UK,44
"Which elephant has the larger ears, African or Indian",African
The Mekon Were The Arch Enemy Of Which Comic Book Hero,Dan Dare
Which word meaning guilty has passed out of common use although it’s opposite is still in everyday use today (Think Law),Nocent
What Does A Philatelist  Collect,Stamps
If You Were A Twitcher What Would Your Hobby Be,Bird Watching
"What is the game of Chinese origin, resembling domino's played with small tiles?",Mah-jong
In Knitting What Do The Initials “PSSO” Signify,"Pass, Slip, Stitch, Over"
What Was The Family Name Of The Principal Family In The Tv Show Happy Days ,The Cunningham’s
On Tv How Are The Duo Of Dave Myers & Simon King More Commonly Known,The Hairy Bikers
In Which Seaside Resort Was The Very First Butlins Holiday Camp Established,Skegness
Apart From Humans Theres Only 1 Creature That Has Sex For Pleasure Can You Name It,A Dolphin
What Is The Capital Of Portugal,Lisbon
What Do Americans Call Our Equivalent To The “SAS”,Delta Force
Who Was The First Female DJ To Be Heard On Radio One,Annie Nightingale
What Is The Closest Us State To Russia,Alaska
In Roman Numerals Which Number Is Represented By The Letter “D”,500
What Is The Highest Number On A Standard Roulette Wheel,36
What is the name of the game that resembles billiards and is played with numbered cups instead of pockets?,Bagatelle
What is the strongest muscle in the Human Body,The Tongue
What are Dominican Monks also known as,Black Friars
"What is the connection between the British Empire exhibition, the 1948 Olympic Games and the 1985 Live Aid concert",Wembley Stadium
"In the 19th. Century, John Sholto Douglas formulated the rules that govern boxing, what title did he hold",Marquis Of Queensbury
Which member of Genesis was also a member of Mike & The Mechanics,Mike Rutherford
Which great detectives last case was described in the book Curtains,Hercule Poirot
Which children’s literary character lives in Nutwood,Rupert The Bear
What is the name of the boy in the Winnie The Pooh books,Christopher Robin
Who provided the voice of Bugs Bunny,Mel Blanc
In which film did Humphrey Bogart play the character of Charlie Alnut,The African Queen
In the film “The Full Monty” to what song did the boys finally strip,Tom Jones / You Can Leave Your Hat On
"Who played the character of Jenny in the 1970 film “Love Story""",Ali MacGraw
Who wrote “The Borrowers” series of books,Mary Norton
"What pen name was adopted for the book “Bravo Two Zero""",Andy McNab
Who Was Found Guilty Of The Soham Murders Of Holly Wells And Jessica Chapman,Ian Huntley
What colour are Superman’s shorts,Red
How many countries originally adopted the Euro,Eleven
Is this in the north or south group of Islands,North
How many old farthings were there in half-a-crown,120
What is the capital of Brazil,Brazilia
In Which Country would you spend Sheqels,Israel
What is the capital of Nepal,Kathmandu
What is the capital of Uruguay,Montevideo
Where in Europe could you spend a Lev,Bulgaria
Which Brandy liqueur is flavoured with almonds and apricot,Amoretto
"Jones is a very common surname in Wales, but why should this be unusual",There is no J in the Welsh
Which county shares its name with the first name of an English author,Somerset (Maugham)
"Paella is a well known Spanish seafood dish, spell Paella",Paella
American President authorised the use of atomic weapons against Japan,Harry S Truman
Who was the first female president of Israel,Golda Meir
What Do Phagomaniacs Crave Is It Ffood Or Drink,Drink
What is the name of the building where WW II German codes were broken,Bletchley Park
In Batman What was the name of the police commissioner of Gotham City,Commissioner Gordon
In Roman Numerals What Letter Is Used To Represented The Number 10,X
"The former Royal Yacht Britannia is now a tourist attraction, in which city is it moored",Edinburgh
Which former Prime Minister is buried in Blaydon churchyard in Oxfordshire,Winston Churchill
What Does The Letter “C” Stand For In The Abbreviation “YMCA”,Christian
Riga Is The Capital City Of Which Of The Baltic States,Latvia
If You Were To Write The Abbreviation “HAND” In An Internet Chatroom What Would You Mean,Have A Nice Day
"What G is the term for strips of Meat, Chicken or Fish, covered in batter or breadcrumbs and fried",Goujons
What is the name of London’s second largest airport?,Gatwick
In computing what does the acronym DOS stand for?,Disk Operating System
What Was The Name Of The Labour Party Leader Who Died Suddenly In 1994,John Smith
How many boys names feature in the phonetic alphabet,"5=  Charlie, Mike, Oscar, Romeo and Victor"
What bodily function can reach the breakneck speed of over 200 mph?,A Sneeze (Not A Cough)
What Was The Name Of The British Magazine Intended For Girls Published Between 1964-1993,Jackie
Who Divorced Liza Minelli In 2007 After Claims Of Husband Beating And Violence?,David Guest
Born On Feb 26 1846 William Cody Was The Real Name Of Who,Buffalo Bill
What does Norway give to Britain each year in appreciation of wartime support?,A Christmas Tree
Which Chain Of Health Food Shops Was Founded In 1970 And Has Over 500 Stores In The UK,Holland And Barrett
Which cartoon character was the creation of Jim Davis?,Garfield
Who composed the ‘Moonlight Sonata’ ?,Beethoven
Which English County Is Associated With A Breed Of Bull Terrier?,Staffordshire
What Gemstone Is Signified By A 40th Wedding Anniversary,Ruby
Before Gordon Brown Who Was The Last Scottish Prime Minister Of England,Tony Blair
The Original And Free UK Directory Enquiries Service No Longer Exists But What Was Its Number,192
What Carbonated Brand Of Ginger Ale Was The Creation Of “John J McLaughlin”,Canada Dry
What Value Does The Letter ‘L’ Represent  In Roman Numerals,Fifty
When Applying For A Job What Would The Requirement Be If You Were Asked For A “CCDL”,Current Clean Driving Licence
In which present day country is the site of the Hanging Gardens of Babylon?,Iraq
Who Is The Lead Singer With The The Boy Band East 17,Brian Harvey
What is the Name Of The Male Sex Hormone?,Testosterone
Which item of food takes it’s name from the French for “baked twice”,Biscuit
What Was The Name Of TheYoung Black American That Was At The Centre Of A Police Brutality Row That Ended Up Sparking The La Riots,Rodney King
What is the only county in England to have two separate coastlines,Devon
Why was Britain in mourning on 22nd January 1901,Death Of Queen Victoria
Which company made the first tea bags?,Tetley
Who painted “Self Portrait With Bandaged Ear”,Vincent Van Gogh
On a dartboard (as you look at it) what number is to the right of the 20,One
What was the name of the rabbit in Walt Disney’s Bambi,Thumper
Aloha Airlines operates from which US state?,Hawaii
"Which Tv Show Featured The Character ""Cliff Barnes""",Dallas
Which Scandinavian country extends the furthest North?,Norway
Which Company Has Nipper The Dog As It’s Trade Mark,HMV (His Masters Voice)
On which lake was Donald Campbell Killed On The 4th Of January 1967 While Trying To Break The World Waterspeed Record He Already Had,Coniston Water
In What Type Of Device Are Are You Most Likely To Find A Ballcock,A Toilet / Loo
What Is The Most Widely Eaten Foodstuff In The World,Rice
Which Russian Premier died in 1953,Joseph Stalin
Alex Pierrepoint & His Assistant Royston Pickard Executed Who At Holloway Prison On 12th July 1955,Ruth Ellis
Traditionally What type of meat would you use for an 'Irish Stew',Lamb
"What Was The Name Of The Groups Of Women Who, In The Early 20th Century, Tried To Gain The Right For Women To Vote",The Suffragettes
"In the Highway Code, What Shape Are The Road Signs That Give Orders?",Round
The Medical Condition Of Scriveners Palsy Is More Commonly Known As What?,Writer’s Cramp
Which Dutch beer features a five pointed red star in it's logo?,Heineken
In Which Country And Former Soviet Republic Is The Chernobyl Nuclear Power Plant Located,Ukraine
"What Country Has ""Sofia"" As It's Capital City",Bulgaria
Which Hollywood Actress Adopted A Son In 2002 And Named Him Maddox?,Angelina Jolie
Which German City Gives It’s Name To A Type Of Perfume?,Cologne
Which High Street Clothing Store Has Had The Former Names Of Chelsea Girl & Concept Man,River Island
Which Brand Of Beer Is Sometimes Referred To As The Amber Nectar,Fosters
Who Was Responsible For The Assasination Of Dr Martin Luther King,James Earl Ray
Which Celebrity Released Their Own Brand Of Perfume In 2006 Entitled “Shh”,Jade Goody
What Was The Name Of The Captain In The Belgian Comic & TV Show Tin Tin,Captain Haddock
Jonas Salk developed a vaccine in 1955 to fight which crippling disease?,Polio
On 3rd Sept 1967 Which European Country  Switched From Driving On The Left To The Right Hand Side Of The Road?,Sweden
Jim Morrison Was Found Dead At His Paris Apartment In March 1971 But Where Exactly Was His Body Found,In The Bath (Literally)
The failure of which crop caused the Irish famine of 1846?,Potato
"Who pleaded for a Royal Pardon in 1977, saying that he had done nothing wrong since 1965?",Ronald Biggs
What Was The Name Of John Rambo’s Teacher & Mentor In The Rambo Movies,Colonel Troutman
"What Do The Initials ""IRC"" Stand For With Regard To Computing",Internet Relay Chat
Which Cowboy Had A Horse Called Topper?,Hopalong Cassidy
Name of the village where Richard and George Cadbury established their first factory in 1879,Bourneville
What happened for the first time in the Sahara Desert in 1979?,It Snowed
In Which American State Will You Find The Grand Canyon,Arizona
Who Was Shot & Killed Outside The Libyan Embassy On 17th April 1984,WPC Yvonne Fletcher
The Channel Island Of Sark is noted for its ban on what,Cars
Which river flows into the Dead Sea?,Jordan
In The Medical Profession What Do The Letters “CPR” Actually Stand For,Cardiopulmonary Resusitation
"How Was October 19, 1987 known in the world of finance",Black Monday
How Many Different Flavours Will You Find In A Packet Of Rowntree’s Fruit Pastilles,"5= Strawberry Blackcurrant, Orange, Lemon & Lime"
What Is The Second Largest City In Great Britain,Birmingham
In Which European City Are The Headquarters Of Interpol,Paris
If a Scotsman is eating “Neaps” what vegetable is on his plate,Turnip / Swede
Who wears `The Fisherman`s Ring`?,The Pope
Which line on the London Underground was opened in 1977 and was originally planned to be called Fleet?,Jubilee
Which which religion is the book the Koran associated?,Islam
Who wears `The Fisherman`s Ring`?,The Pope
Flemish bond and English bond are methods of doing what?,Laying Bricks
Why do Icelandic phone books contain peoples occupations in addition to the persons name?,Because so many people in Iceland have the same name
"If you were born on New Years day, what would your star sign be?",Capricorn
In what building in London is Poets Corner?,Westminster Abbey
Which liner was sunk off the Irish coast by a German submarine on 7th May 1915,The Lusitania
"According to legend, which King of Wessex burnt a peasant housewife's cakes",Alfred The Great
"Which company was involved in the 1987 tragedy, which killed over 2000 people in Bhopal in India",Union Carbide
What is the longest river in Italy,The Po
What was the Greek name for the Roman god Neptune,Poseidon
Who was the first woman speaker of the House of Commons,Betty Boothroyd
Which bird of prey is also known as the fish hawk,Osprey
Which range of mountains form the border between European Russia and Siberia,The Urals
Which country was formerly known as British Honduras,Belize
How long did the Hundred Years War last?,116 Years
Which golfer scored the most points for Europe in their 2002 Ryder Cup victory over USA?,Colin Montgomerie
Which country makes Panama hats?,Ecuador
"In July 2002, Steve Fossett hit the news when he became the first person to do what?",Fly solo around the world in a balloon
From which animal do we get catgut?,Sheeps & Horses
What is the one place in all of Great Britain that the Queen cannot visit?,House Of Commons
In which month do Russians celebrate the October Revolution?,November
"To the nearest 25 miles, how far would a London bus travel on a full tank of petrol while driving around the city at an average of 30 miles per hour?",0 A London Bus Runs On Diesel
What is a camel's hair brush made of?,Squirrel Fur
In which English city is St. Edmund buried?,Bury St Edmunds
The Canary Islands in the Pacific are named after what animal?,Dogs
what is a molluscs tongue called?,Radula
What was King George VI's first name?,Albert
What happened to a Vestal Virgin if she broke her vow of chastity?,She Was Buried Alive
What colour is a purple finch?,Crimson
"In a standard deck of cards, how many Kings have a moustache?",Three (All except the King of Hearts)
From Which Country are Chinese gooseberries from?,New Zealand
"In which English county would you find a town called Westard Ho!, the only English town to contain an exclamation mark in its name?",Devon
What is the colour of the black box in a commercial airplane?,Orange Of Course
"On a standard keyboard, which is the largest key?",The Space Bar
What sporting items are there currently three of on the moon?,Golf Balls
What are the two colours of Dennis The Menace's jumper?,Red & Black
What feature did German film director Fritz Lang include for the first time in the film `The Woman in the Moon` which has today become a standard part of space-launch protocol?,The Backwards Countdown
"In 2002, who was the only musician to be voted in the top ten in BBC`s `Great Briton`s` poll?",John Lennon
Orly airport is situated in which European city?,Paris
What Were The Young Men Of Britain No Longer Required To Perform After 1960,National Service
In Which UK City Will You Find The Millenium Stadium,Cardiff
Who Is Most Associated With The Concept Of Designer Jeans,Calvin Klein
What Is The Staple Diet Of A Koala Bear,Eucalyptus Leaves
On Which Mediterranean Island Will You Find The Port Of Famagusta,Cardiff
"In The TV Show Bob The Builder What Type Of Vehicle is ""Roley""",A Steam Roller
If A Person Had The Initials “FRCVS” After Their Name What Would Their Exact Profession Be,A Vet
Whose Work Has Included Sweatshirts Trimmed With Lace & Satin & Shoes With Upside Down Eiffel Towers As Heels,Jean Paul Gautier
In Cockney Rhyming Slang If You Were Wearing A Syrup  What Would You Have On,A Wig
What Was The Name Of The Now Obsolete UK Debit Card Launched In 1988 And Merged With Maestro In 2002,Switch
What Is The Capital Of Portugal,Lisbon
Which American President Popularised The Panama Hat,Theodore Roosevelt
What Weighs More A Cubic Metre Of Ice Or A Cubic Metre Of Water Or Do They Weigh The Same,A Cubic Metre Of Water
If You Were In An Internet Chat Room And You Wrote The Letters “IMO” What Would You Mean,In My Opinion
Which Band Had a 2006 Top Ten Hit With The Song “America”,Razorlight
Which Of These 2 Is The Oldest Chris Evans Or Paul Gascoigne,Chris Evans
"Black Yellow And Red Are The Colours On The German National Flag, However What Other Western European Country Had The Same Colours On It’s Flag",Belgium
Which British Designer Was Appointed Dress Maker To The Royal Family In 1938,Norman Hartnell
In The Bible Who Was The Father Of Enoch,Cain
Which Japanese Electronics Manufacturer Was Founded In Tokyo In Sept 1912,Sharp
By What Name Is The Tuberculosis Vaccine More Commonly Known,The BCG
Which Of These 2 Is The Oldest Kenneth Branagh Or Rory Bremner,Kenneth Branagh
"What Is The Nickname Of Australian Super Model ""Elle McPherson""",The Body
We Brits Call It A Torch But What Do Americans Call It,A Flashlight
Which Scottish Loch contains more water than all the lakes of England and Wales combined,Loch Lomond
Who wrote the play “Pygmalion”,George Bernard Shaw
"Which Italian Designer Born In 1890, Liked To Shock & Amuse With Her Creations Which Included Hats In The Shape Of Ice Cream Cones & Lamb Cutlets",Elsa Schiaparelli
What Is The Modern Day Alternative To Analogue,Digital
Which Of These 2 Is The Oldest Tony Blair Or Pierce Brosnan,Tony Blair
If A Cockney Was Putting Lashings Of Rhubarb On His Food What Would They Be Adding,Mustard
On A Chinese Calendar What Is The Only Bird,Rooster / Cockerel
"Which French Tennis Player Was Known As Le Crocodile Because Of His Aggressive Style Of Play, Which Led To The Emblem Being Used On His Sportswear",Rene Lacoste
What Was The Former Name Of The City Of Tokyo A City Which Itself Is An Anagram Of Tokyo,Kyoto
According To The Fairytale By The Brothers Grimm Who Is The Sister Of “Rose Red”,Snow White
What Mineral Has The Chemical Symbol SiO2 And Is The Most Common Mineral Found On Earth,Quartz
Which Of These 2 Is The Oldest Peter Andre Or Katie Price,Peter Andre
What name is given to a doctor that specialises in children’s diseases,Paediatrician
"Who Wrote The Book ""Without Ties""",Gianni Versace
"Who Is Famously Quoted As Saying “Houston, Tranquility base here, the Eagle has landed",Commander Buzz Aldrin
"Which Band Released Their Debut Single ""Right Now"" In 2000 Where It Peaked At No.10 In The UK Singles Chart",Atomic Kitten
The Bahamas lie off the coast of which US state?,Florida
Who Singer Said “Why Not” Instead Of “I Do” While Taking Their Wedding Vows  In 1994,Michael Jackson
In Which Year Were Nylon Stockings Introduced,1940
In which US State is the Mojave Desert,California
Why did Jason Alexander from Louisiana hit the headlines in January 2004?,He married Britney Spears
Which Car Manufacturers Produce The Model “The Passat”,Volkswagen
"Who Directed The Movie ""Pret A Porter""",Robert Altman
What is the name of Milan’s famous opera house,La Scala
Found On A Standard Querty Keyboard What Symbol Has The Real Name Of An “Anoctothorpe”,The £ Sign
What Was Broadcast On Radio For The Very First Time On December  31st 1923,Big Bens Chimes
What Is Presently The Minimum Fee To Use A Phone Box In The UK (2008),40p
"Which Family Firm Started In The North Of Italy In 1960, Specialising In Inexpensive But Fashionable Knitwear",Benetton
Which government department is responsible for the collection of VAT?,Customs & Excise
In Which Classic Children’s Game Will You Encounter Cavity Sam,Operation
Which Game Played By Children & Adults Comes From A Swahili Word Which When Translated Into English Means To Build,Jenga
In Which Year Did Levi Strauss Take Out A Patent On His Denim Workpants,1872
Which of the four major blood groups is the commonest in the UK,O
"Who Was The Lead Singer Of The Band ""Duran Duran""",Simon Le Bon
"Mary Clarissa Miller, adopted a pseudonym to become one of Britain’s top crime authors, how is she better known",Agatha Christie
What Musical Instrument Do You Associate With Duane Eddy,Guitar
Born In Hamburg In 1938 Which Former Design Director At Chanel Is Best Known For His Sophisticated Day & Evening Wear,Karl Lagerfeld
What Car Manufacturer Produces The “Lupo”,Volkswagen
In which country is the town of Tequila?,Mexico
Which person in history was Eva Braun married to for just one night before she commited suicide?,Adolf Hitler
Which Of The Following Is the Oldest Is It Prince William Or Zara Phillips,Zara Phillips (By One Year)
In Which English City Will You Find The Bullring Shopping Centre,Birmingham
In The Beatrix Potter Books What Type Of Creature Was Jeremy Fisher,Frog
Which Fashion Model Has Appeared In Adverts For Citroen Cars,Claudia Schiffer
What Drink Comes From The Spanish Word For “Bleeding”,Sangria
"What Children's game would you be playing if you ""Rolled Your Bonce At An Alley""",Marbles
Why Were Nicole Simpson & Ron Goldman In The Headlines On June 12th 1994,Killed By OJ Simpson
In the Watergate Scandal Of The Early 1970’s What Was Watergate,A Hotel
"Brie, Gouda And Camembert Are All Varieties Of Which Food Stuff",Cheese
Where Is The Only US Army Base Located In A Country Under Communist Rule,Guantanamo Bay (Cuba)
How Many People Are Depicted On Leonardo Da Vinci’s Painting “The Last Supper”,13
What Colour Jersey Does The Leader Of The Tour De France Wear,Yellow
What Do The Initials DKNY Stand For,Donna Karen New York
"Which Organisation Has The Motto Fidelity, Bravery & Integrity?",The FBI
How Was “Jan Ludvic Hock” Who Mysteriously Died In 1991 More Commonly Known?,Robert Maxwell
In Which African Country Would You Be If You Visited Casablanca,Morocco
At which resort did Billy Butlin establish his first holiday camp?,Skegness
"In 1968, the first inter-racial kiss took place in which long running TV series?",Star Trek
“If You See Sid Tell Him” Was A 1986 Advertising Slogan For The Privatization Of Which Company,British Gas
What is the fastest creature on two legs,An Ostrich
"If you were born on American Independence Day, what would be your star sign",Cancer
Who Was The Most Famous Recipient Of A David & Elizabeth Emanuel Creation,Lady Diana Spencer
Which “Ology” Is Concerned With The Human Skin,Dermatology
What Is The Capital Of The Ukraine  And Also A Very Popular Chicken Dish?,Kiev
"Apple’s first portable digital music player was available from November 2001, but what was it called?",I-Pod
Who Very Famous Person Married “Michelle LaVaugn Robinson” In October 1992,Barack O Bama
What Nationality Is Designer Issey Miyake,Japanese
What Was The Name Of The Chess Computer That Beat Gary Kasparov In 1996,Deep Blue
Which Author Wrote The Book “The Origin Of The Species” In 1859,Charles Darwin
A Ukulele Is A Small Musical Instrument Resembling A Guitar But Can You Spell The Word Ukulele,Ukulele
"How Many Hours Were There In March, 2009?",743 ( 31X24) -1 clocks went forward)
Who Is The Main Star Of The New Movie About The Evolution Of Man Entitled “Year One”,Jack Black
Which Long Running Tv Show Has A Theme Tune Called “Barnacle Bill”,Blue Peter
Which Classic Novel Written By Lucy Maud Montgomery Is Set On Prince Edward Island,Anne Of Green Gables
In 1985 Which Designer Loaned Bruce Springsteen & His Then Wife Julianne His Lake Como Vill For Their Honeymoon,Gianni Versace
Which 1978 Top Ten Hit Was Influenced By A Children’s Game That Originated In Jamaica,Brown Girl In The Ring
How Many Us States Feature In Their Name A Point You Will Find On A Compass,5
What Name Is Given To The Architectual Period From 1150-1550,Gothic
Which Company Advertise On TV With The Slogan “We Only Let You Drink It When It’s Ready”,Grolsch
"Which famous actress released the album ""Everything I've Got In My Pocket"" in 2004?",Minnie Driver
Which childrens novel by Raymond Briggs has a main character whose job it is to scare people?,Fungus The Bogeyman
Which patron saint's day is observed on November 30th?,St Andrews
"Which chemical element has the symbol ""Fe""?",Iron
What Did The Romans Call The Greek Goddess Of Love Aphrodite,Venus
Which Designer Was Responsible For The Trend Of Slogan Bearing T -Shirts In The 1980's,Katherine Hamnett
Which British monarch was nicknamed “Farmer George”,George III
Who is the Chief of Police in the Tv Show The Simpson’s,Chief Wiggum
"Who co-presented Crimewatch with Nick Ross, prior to Jill Dando",Sue Cook
"Nadia, the 2004 winner of ""Big Brother"", is originally from which European country?",Portugal
What is Boy George’s real name,George O’Dowd
In which sea do Eels go to breed,The Saragasso Sea
Who Presented A Collection Called Pirate In 1981 With Her Then Partner Malcolm McLaren,Vivienne Westwood
What is the nickname for Military Policemen,Recaps
For which 1990 invention was Tim Berners-Lee awarded the first Millenium Technology Prize in April 2004?,The World Wide Web
What colour rose do your associate with Lancashire Cricket Club,Red
Which of the Wombles is named after a town on the Isle of Mull,Tobermory
Which Of These Artists Was Born First David Hockney Or Claude Monet,Claude Monet (1840)
What 3 Letter Word Describes The Tiny Droplets Of Water Suspended In The Air Close To The Grounds Surface,Fog (Not Dew)
"Two of the Beatles were left handed, one is Paul McCartney, who was the other",Ringo Starr
On Which TV Show Was Richard Farley Replaced By James Khan (Not James Caan The Actor),Dragons Den
What Is The Name Of The Official Anthem Of The United States Of America,The Star Spangled Banner
In 1947 Whose Collection Under His Own Name Was Dubbed The New Look,Christian Dior
Which controversial documentary film won the Palme D'Or at the Cannes Film Festival in May 2004?,Fahrenheit 9/11
What mythical creature has the head and wings of an eagle and the body of a lion?,Griffin
"Which famous song, sung at the ""Last Night of the Proms"" begins with the line ""When Britain first at Heav'n's command""?",Rule Britannia
Which English monarch ascended to the throne in 1837?,Queen Victoria
Who Is the famous mother of Apple Blythe Alison Martin who was born in May 2004?,Gwyneth Paltrow
What was being advertised in a famous TV advert which showed Paul Gascoigne burst into tears?,Walkers Crisps
What is the name of a major port and state capital of Queensland on the east coast of Australia?,Brisbane
From what London building in 1936 were the first BBC TV broadcasts made?,Alexandra Palace
Which Bristish Designer Popularised The Mini Dress In The 1960's,Mary Quant
"Who wrote the childrens book ""The Adventures of Abdi"" which was published in November 2004?",Madonna
Which 70’s / 80’s Band Featured Jules Holland,Squeeze
Which Film Won The Best Picture Oscar At The 2009 Academy Awards,Slumdog Millionaire
Who Did David Cameron Succeed As Conservative Party Leader,Michael Howard
After Which Famous Person Is Liverpool Airport Named After,John Lennon
What name is given to the canals in Cambridge,The Backs
"Born In Saumer, France In 1883 By What Name Is Gabrielle Bonheur Better Known",Coco Chanel
"In March 2004, Piers Morgan resigned as the editor of which newspaper after publishing fake photographs of Iraqi prisoners being abused?",Daily Mirror
Dartmoor National Park lies completely within which county,Devon
"The English nurse Edith Cavell was executed by the Germans, for being a spy, but was it in the First or Second World War",World War I (1915)
Who Was Appointed Dressmaker To The Queen In 1955,Hardy Amies
Who was the leader of the infamous “mutiny On The Bounty”,Fletcher Christian
Who was defeated at the Battle of Culloden in 1745,Bonnie Prince Charlie
In which Dickens’s novel do we meet the Artful Dodger and Fagin,Oliver Twist
"Which famous Elizabethan sea dog ""singed the King of Spain's beard""",Sir Francis Drake
What colour is a female blackbird,Brown
"Which Member Of The British Royal Family Helped Popularise Items Such As Fair Isle Sweaters , Suede Shoes & Dinner Jackets",The Duke Of Windsor
What is added to Gin to make a “Pink Gin”,Angostura Bitters
Who started the KFC fast food chain,Colonel Sanders
Who wrote the Thomas The Tank Engine stories,The Reverand W Awdry
Which crooner was nicknamed “Old Blue Eyes”,Frank Sinatra
Which musician was the star of the 1961 film “Blue Hawaii”,Elvis Presley
What colour is the dragon on the Welsh national flag,Red
What year was the foiled gunpowder plot,1605
"According to “Lobsterologists” do Lobsters enter their burrows A= head first, B= sideways on C= tail first",C= Tail First
"If you drink a pint of lager, or a standard shot of whiskey (35.5ml), or a standard 6oz glass of wine, from which would you get the most alcohol",Pint Of Lager
"When first arrested Guy Fawkes gave a false name was it John Johnson, William Williamson or Thomas Thompson",John Johnson
In Which Decade Did Gergio Armani Establish His Own Company,1970's
Which song spent the majority of 1984 In the UK Singles charts despite being banned by the BBC,Relax / Frankie Goes To Hollywood
"Which century saw the first celebration of Guy Fawkes day, was it the 17th, 18th, 19th or 20th century",18th (1752)
What Nationality Is Singer And Song Writer Bryan Adams,Canadian
When An Ant Drinks Alcohol Does It Always Fall Over On It's Left Or Right Hand Side,Right
"Between 1918 and 1920, more than 21.5 Million lives were claimed in an epidemic of which illness",Influenza
Whose sculpture is entitled “The Kiss”,Rodin
Who played TV detective Kojak,Telly Savalas
"Who Uttered The Words “I am just going outside, and I maybe sometime”",Captain Laurence Oates
In the four TV comedy series “Blackadder” what was Blackadder’s first name,Edmund
"Which came first, Rugby Union or Rugby League",Rugby Union
"In The Drifters’ song, where was the kissing taking place, on a Saturday night",In the back row of the movies
What Is The Collective Name For A Group Of Lions?,Pride
Name The Archbishop Of Canterbury’s Special Envoy Held Hostage In Lebanon from 1987 to 1991,Terry Waite
Eczema (Pronounced Exma)  Is A Common Medical Skin Complaint Can You Spell The Word Eczema,Eczema
What Would A Consumer Expect To Buy At “Oddbins”,Wine
What International Health & Beauty Chain Was Founded In Brighton In 1976,The Body Shop
Which American Retail Giant Owns The UK Supermarket Chain ASDA,Walmart
On Which London Street Will You Find Britain’s Biggest Toy Store “Hamleys”,Regent Street
Which Vegetables Are Hash Browns Made From,Potatoes
Fred The Flour Grader Is The Trade Mark Of Which Company,Homepride
Which Household Item Causes The Most Arguments In The Home According To A Recent Survey (2009),The TV Remote Control
"What Colour Is The Flag of Libya, Which Is The Only National Flag Consisting Of Only One Colour",Green
Who Wrote The Stories In The TV Series “Tales Of The Unexpected”,Roald Dahl
Which Instrument Would You Associate With The Musician Nigel Kennedy,Violin
Into Which Sea Does The Nile Flow?,The Mediterranean
Which Country Was Divided By The 38th Parallel Shortly After World War II,Korea
The Legendary Creature The Griffin Has The Head Of Which Bird?,Eagle
What Name Is Given To The Nest Of An Eagle,Eyrie
What UK Bank Holiday Is Celebrated 3 days After Good Friday?,Easter Monday
Who Starred Opposite Jeremy Irons In The Movie  “The French Lieutenant's Woman”,Meryl Streep
The Song When You Wish Upon A Star Was First Heard In Which Disney Movie,Pinocchio
Which Us City Is Sometimes Called The Windy City,Chicago
In 1995 Timothy McVeigh parked and detonated a car bomb outside a building in which US city,Oklahoma
If You Were In An Internet Chatroom And You Wrote The Letters “IMO” What Would You Mean,In My Opinion
What Is Now Located At The Former Site Of Windsor Safari Park,Legoland
Mayonnaise  Is A Type Of Sauce Or Topping Made From Eggs And Selected Oils But Can You Spell The Word Mayonnaise,Mayonnaise
How Many Lines Are There In A Limerick,Five
What Colour Is A Male Blackbird’s Beak?,Yellow
Which flower is also known as the Lent Lily?,Daffodil
Who wrote the “Inspector Morse” books,Colin Dexter
Which of Henry V111’s wives outlived him?,Catherine Parr
"The ingredients of which cocktail drink are tequila, triple sec, lime juice and ice?",Margarita
When referring to champagne which four letter word means very dry?,Brut
From Which Country Does Pilsner Beer Originate,The Czech Republic
From Which Continent Do Chinchillas Originate,South America
Which Criminal Duo Were Shot Dead By Police In 1934 After They Killed 12 People,Bonnie & Clyde
In Which Desert Does The Wind Known As The Sirocco Originate,The Sahara
Who Did David Milliband Succeed As Foreign Secretary,Margaret Beckett
What Popular Brand Of Drink Takes It’s Name From The Maori Word For “Good Health”,Kia Ora
What Is The Name Of The Book Founded By The Bros Norris & Ross McWhirter,Guinness Book Of Records
In Which Country Is The Hague Located,Holland / Netherlands
What Do The Letters “DC” Stand For In The Name Washington DC,District Of Columbia
Which TV Soap Features A Pub Called “The Dog In The Pond”,Hollyoaks
Which Feathered Cartoon Character Made Their Debut  In The 1940’s Cartoon “Knock Knock”,Woody Woodpecker
Is The Greek Alphabet  Longer Or Shorter Than The English One,Shorter
Which African Country Was Known As Northern Rhodesia Until 1964,Zambia (Zimbabwe Was South Rhodesia)
How Many Of King Henry VIII’s Wives Were Executed,2
Which Football Club Play Their Home Games At Anfield,Liverpool
Which Movie Character Lived Out Their Final Years On The Swamp Planet Of Dagobah,Yoda
Which Sci Fi Movie Is Based On The Story “Do Androids Dream Of Electric Sheep”,Blade Runner
Florence Nightingale Was A Nurse During Which War,The Crimean War
What Is The 3 Word Motto Of The SAS,Who Dares Wins
Which City In Scotland Is Affectionately Known As Auld Reekie,Edinburgh
In The UK What Colour Is A 5 Amp Fuse,Black
If Your Body Was Suffering From Horripilation  What Would It Be Covered With,Goose Bumps / Goose Pimples
Which Artist Was Known For Exhibiting Her Unmade Bed,Tracy Emin
Apart From The Tango What Other Dance Will You Find In The Phonetic Alphabet,Foxtrot
Which Chain Of Supermarkets Was Founded In Germany In The 1930’s,Lidl
"What Type Of Pizza Consists Of Cheese, Tomato, Ham And Pineapple",A Hawaiian
What Is A Male Duck Known As,A Drake
